qid,qstr,candidates,cnt
280,spiegeltherapie,"['C951951820', 'C952403075', 'C952703207', 'C952605773', 'C952197893', 'THIEME10_1055_s_0042_111339', 'C952238647', 'CC_BIBNET_bibnet413', 'C952207389', 'C952136403', 'C951854006', 'C952620266', 'ZBSPORT015621651', 'C952164730', 'C750252', 'C952012776', 'C952331255', 'C952183549', 'C952089752', 'C952183140', 'C952067413', 'THIEME10_1055_s_0043_109697', 'CC_BIBNET_bibnet7836', 'CC_BIBNET_bibnet31525', 'THIEME10_1055_s_0034_1390676', 'THIEME10_1055_s_0042_111538', 'THIEME10_1055_s_0035_1548528', 'C952015482', 'C951969760', 'EGMS14dkou645', 'C952094276', 'C951987054', 'C952006676', 'C952461560', 'C952194477', '892637', '898671', '898641', 'C952238040', 'THIEME10_1055_s_0043_100676', 'THIEME10_1055_s_2008_1027696', 'THIEME10_1055_s_0030_1253266', 'C952574367', 'C951945986', 'C952041865', 'THIEME10_1055_s_0029_1242440', 'CC_BIBNET_careum13606', 'CC_BIBNET_bibnet7839', 'CC_BIBNET_bibnet27869', 'THIEME10_1055_s_0032_1307780', '991960', 'C952590379', 'C952558542', 'C952197890', 'C952296626', 'C952334945', 'DNB1004116209', 'CC_BIBNET_bibnet24651', 'CC_BIBNET_careum102864', 'CC_BIBNET_careum110765', 'THIEME10_1055_s_0031_1295557', 'CC_BIBNET_careum104368', 'THIEME10_1055_s_0035_1567189', 'THIEME10_1055_s_0038_1629416', 'THIEME10_1055_s_0029_1238488', 'THIEME10_1055_s_0029_1238487', 'THIEME10_1055_s_0028_1104756', 'PSYNDEX0266055', 'C952099414', 'C952309968', 'C952231325', 'C952662253', 'DNB1123473064', 'DNB1026242290', 'DNB1217161848', 'THIEME10_1055_s_0038_1625787', 'PSYNDEX0324814', 'PSYNDEX0249825', '980159', 'THIEME10_1055_s_0028_1086867', 'THIEME10_1055_s_2007_985658', 'CC_BIBNET_careum101775', '1035531', 'C952220951', 'THIEME10_1055_s_0032_1308246', 'THIEME10_1055_s_0043_113963', 'THIEME10_1055_s_0029_1215547', 'THIEME10_1055_s_0043_123549', 'C952198620', 'CC_BIBNET_careum110418', '806056', 'THIEME10_1055_s_0031_1281768', 'THIEME10_1055_s_2007_987683', 'PSYNDEX0201710', 'PSYNDEX0249838', 'C951951696', 'C952198625', 'THIEME10_1055_s_0034_1383836', 'CC_BIBNET_careum3017', 'PSYNDEX0200288']",100
281,wachkoma,"['C656581', 'C951940178', 'C24243', 'C623982', 'C789761', 'C533207', 'C523760', 'C951965648', 'C952673886', 'NLM101249463', 'CC_BIBNET_rudolfiner36262', 'CC_BIBNET_rudolfiner55620', 'CC_BIBNET_rudolfiner55621', 'CC_BIBNET_rudolfiner55395', 'CC_BIBNET_WEG6537', 'CC_BIBNET_bibnet16117', 'CC_BIBNET_bibnet32304', 'CC_BIBNET_bibnet11220', 'CC_BIBNET_bibnet992', 'CC_BIBNET_bibnet26580', 'C952052327', 'C735943', 'C552981', 'C769183', 'C951863964', 'C951907489', 'C951944669', 'C951919115', 'C727368', 'C952256500', 'C952385064', 'C952392631', 'C952376088', 'C952450152', 'C952385061', 'C623983', 'C623984', 'C952358126', 'C952195007', 'C748162', 'CC_BIBNET_bibnet36150', 'C952593169', 'C952561984', 'C951864821', 'C952673905', 'C952673910', 'C952673898', 'C952673884', 'C952673907', 'C952033999', 'C951830927', 'C951881149', 'C952014694', 'C952167363', 'C952096765', 'C952031514', 'C952079121', 'C952083910', 'THIEME10_1055_s_0030_1265876', 'C952261812', 'C952057291', 'CC_BIBNET_careum105354', 'SKH633431737', 'THIEME10_1055_s_2005_858313', 'CC_BIBNET_bibnet1115', 'CC_BIBNET_careum12458', 'CC_BIBNET_bibnet6063', 'THIEME10_1055_s_2002_19562', 'CC_BIBNET_careum12287', 'CC_BIBNET_rudolfiner55531', 'CC_BIBNET_rudolfiner56345', 'CC_BIBNET_rudolfiner35686', 'THIEME10_1055_s_0042_116774', 'CC_BIBNET_rudolfiner56672', 'C952579166', '672197', 'THIEME10_1055_s_0043_108047', 'CC_BIBNET_bibnet5451', 'SKH393034569', 'C952137025', 'C952070098', 'C767929', 'C819490', 'C731129', 'C740006', 'C735944', 'C952073427', 'C952094280', 'C952094267', 'C488740', 'C707144', 'C707117', 'C951884126', 'C951829467', 'C951882907', 'C951935235', 'C951899570', 'C951884368', 'C951935230', 'C951908778']",100
282,empowerment,"['CC_BIBNET_rudolfiner35644', 'CC_BIBNET_vtls001333567', 'CC_BIBNET_rudolfiner39296', 'C952049654', 'C951835190', 'C952513988', 'C531916', 'THIEME10_1055_s_0030_1251460', 'CC_BIBNET_careum103839', 'EZB15801', 'CC_BIBNET_vtls001462379', 'C951899249', 'C951948126', 'SKH341370762', 'SKH474770222', 'SKH615577369', 'TIB474770222', 'TIB641389906', 'CC_BIBNET_rudolfiner44397', 'CC_BIBNET_rudolfiner55059', 'CC_BIBNET_rudolfiner41903', 'SKH782249418', 'SKH641389906', 'SKH722718624', 'ZBSPORT016665546', 'CC_BIBNET_WEG4246', 'CC_BIBNET_rudolfiner43712', 'CC_BIBNET_bibnet11048', 'CC_BIBNET_WEG3370', 'CC_BIBNET_WEG1570', 'CC_BIBNET_WEG4653', 'NLM9211449', 'ZBW392923580', 'ZBW481588213', '746263', '987664', 'AGRISXF2015020674', 'AGRISXF2016000764', 'AGRISXF2015038823', 'ZBW39246148X', 'THIEME10_1055_s_2002_35195', 'C952117876', 'C764104', 'C566778', 'C736995', 'C951920673', 'C951988960', 'C951996186', 'C684623', 'C671765', 'C952354775', 'C952211740', 'C952300069', 'C952346223', 'C952328155', 'C952478308', 'C716026', 'C656943', 'C952279895', 'SKH300444087', 'TIB300444087', 'C951911537', 'C712786', 'C952429748', 'C952042675', 'C951943082', 'C952636801', 'C735045', 'THIEME10_1055_s_2007_1012563', 'C951833561', 'C952090764', 'C769310', 'C952126277', 'C952204990', 'C952593161', 'C952578495', 'C952649748', 'THIEME10_1055_s_0043_113329', 'THIEME10_1055_s_0034_1394431', 'THIEME10_1055_s_0028_1103271', 'C952638231', 'CC_BIBNET_careum11417', 'PSYNDEX0339908', 'M31778063', 'SKH241929245', 'THIEME10_1055_s_2008_1062738', 'EGMS07gmds393', 'SKH626839262', 'TIB394591186', 'TIB481914927', 'TIB318093006', 'TIB590290746', 'CC_BIBNET_rudolfiner37867', 'TIB626839262', 'SKH824929977', 'CC_BIBNET_vtls001342896', 'CC_BIBNET_rudolfiner35574', 'PSYNDEX0250319', 'CC_BIBNET_bibnet22231', 'THIEME10_1055_s_0043_115445']",100
283,fatigue,"['NLM41530690R', 'TIB251103633', 'NLM8213221', 'NLM9008740', 'NLM30410140R', 'M13666243', 'M14010621', 'M4159660', 'M14916149', 'C729821', 'NLM65220760R', 'NLM65220750R', 'M29823091', 'C952653025', 'NLM101296524', 'NLM100912018', 'M13686874', 'M6555150', 'M4393135', 'M5829288', 'M13110380', 'TIB174241348', 'M14014476', 'NLM8104891', 'NLM101468668', 'M13153192', 'NLM9008173', 'NLM32811460R', 'NLM0157163', 'NLM101629472', 'TIB211506559', 'TIB329856855', 'NLM9442486', 'M14779932', 'M13719461', 'M13853351', '205942', 'ZBSPORT003555268', 'M5181235', 'M4958701', 'M11119062', 'M4772989', 'M14916155', 'M12981895', 'M1969149', 'M16617965', 'M16736851', 'M11694477', 'M21624572', 'TIB578258528', 'M13151722', 'M14952274', 'NLM36430760R', 'M13564922', 'M13803335', 'TIB029680662', 'M14357200', 'M13364305', 'C952090862', 'C20976', 'C695777', 'C951939117', 'C952255033', 'C952506619', 'C665247', 'C687381', 'C561390', 'NLM9402516', 'NLM1256672', 'NLM30310340R', 'SKH185860117', 'TIB111517176', '977456', 'C951849294', 'C952074504', 'C951942780', 'C561849', 'C951877024', 'C951962865', 'THIEME10_1055_s_0043_121078', 'M33003065', 'THIEME10_1055_s_0034_1392382', 'C952718570', 'C952026453', 'C952387445', 'C952605930', 'COVID19::1aaeda977ce2aac87eb82d8e5bfef0d86', 'M8009131', 'M2595160', 'M22306595', 'M1433056', 'TIB173650082', 'M20886422', 'NLM101598651', 'NLM9212845', 'M8181211', 'M7752988', 'M8255858', 'NLM8401954', 'NLM101186631']",100
284,hpv,"['C951925349', 'C952350559', '664948', 'C952016951', 'M17764140', 'C952070111', 'C952130021', 'C952049139', 'C789382', 'C952066282', 'C952041903', 'C952034239', 'C952087668', 'C952096024', 'C952043969', 'C951906624', 'C951864180', 'C951905694', 'C951881072', 'C951912760', 'C951892671', 'C951959293', 'C951966273', 'C952057259', 'C952004663', 'C952009388', 'C951967100', 'C951951727', 'C951950759', 'C951942722', 'C951880391', 'C951828529', 'C951885715', 'C634412', 'C952209219', 'C952456105', 'C952401165', 'C952268652', 'C952296748', 'C952331359', 'C33173', 'C952115451', 'C952497343', 'SKH559824564', 'SKH220356904', 'SKH220356459', 'SKH220357471', 'TIB188836357', 'C952445590', 'C952385093', 'C952256711', 'C952261089', 'C714922', 'C951823273', 'C952679838', 'AGRISUS201600311291', 'C952600249', 'C952621401', '378425', 'C952252499', 'C952113252', 'C952113910', 'C952623654', 'C952687748', 'C952729485', 'C952667869', 'C952677733', 'C952679950', 'C952679835', 'C952665786', 'C952731868', 'C952332398', 'M32839158', 'M25242161', 'C952048441', 'C951826054', 'C951862552', 'C951957415', 'C951853374', 'C951966172', 'C951937456', 'C952270231', 'C952420469', 'C952243971', 'C952269965', 'C952256962', 'C952461919', 'C952376533', 'C952406834', 'C952362897', 'C952511012', 'C611545', 'C952167637', 'C552890', 'C952544022', '1034626', 'C714926', 'C777812', 'C951900984', 'C952524042']",100
285,projektmanagement,"['TIB344917827', 'ZBW344917827', 'ZBW256065063', 'TIB021828830', 'TIB302205543', 'MRI373455178', 'SKH739392050', 'SKH739392069', 'ZBW378572326', 'TIB025183435', 'SKH021828830', 'ZBW021828830', 'ZBW302205543', 'ZBW378131990', 'TIB131067362', 'ZBW131067362', 'EZB39625', 'TIB174493363', 'TIB247966746', 'ZBW062917854', 'ZBW247966746', 'TIB025222481', 'TIB174250894', 'ZBW378572385', 'SKH378572385', 'SKH366305468', 'ZBW63341848X', 'ZBW565527304', 'SKH24090544X', 'SKH125450591', 'SKH125450699', 'SKH12545063X', 'SKH017856442', 'SKH127489002', 'SKH324071418', 'SKH216878411', 'SKH349207844', 'SKH360077277', 'SKH363241965', 'SKH172366917', 'TIB019599080', 'TIB129765201', 'TIB123753376', 'TIB017244536', 'TIB183697391', 'TIB127489002', 'TIB172366917', 'TIB216878411', 'SKH183697391', 'TIB266172946', 'TIB186871902', 'TIB363241965', 'TIB512679134', 'TIB479452407', 'TIB505537230', 'TIB243175450', 'TIB324071418', 'TIB585387362', 'TIB588227587', 'ZBW101485606X', 'ZBW736391096', 'ZBW778634566', 'TIB125450699', 'TIB12545063X', 'TIB125450591', 'TIB336306601', 'ZBW64245616X', 'TIB64245616X', 'ZBW770048811', 'SKH785153535', 'TIB787608947', 'SKH354792318', 'ZBW716895617', 'ZBSPORT015630962', 'ZBW546094392', 'ZBW477764789', 'ZBW366800140', 'ZBW618830081', 'ZBW528477412', 'ZBW589733982', 'ZBW477764703', 'ZBW556837347', 'ZBW373455178', 'ZBW558635490', 'ZBW588227587', 'ZBW51198975X', 'ZBW880308850', 'ZBW354826891', 'ZBW610470248', 'ZBW611224747', 'ZBW512679134', 'ZBW529499665', 'ZBW324071418', 'ZBW360077277', 'ZBW522148549', 'ZBW488955475', 'ZBW336306601', 'ZBW363241965', 'ZBW266172946', 'ZBW243175450']",100
286,demographischer AND wandel,"['C952001839', 'SVM58579202X', 'SKH306714744', 'BASE::ftopenagrar:oai:openagrar.bmel-forschung.de:timport_mods_00038538', 'C807247', 'C952065537', 'C951930002', 'AGRISUS2012209603', 'C952098176', 'C651463', 'TIB170951936', 'ZBW601708180', 'SKH462049175', 'TIB462049175', 'TIB58579202X', 'ZBW646263145', 'SKH58579202X', 'VTI656775521', 'SKH740387294', 'SKH387513019', 'ZBW528601075', 'ZBW524434875', 'ZBW504192051', 'ZBW50419173X', 'ZBW504191942', 'TIB72115963X', 'SKH72115963X', 'SKH606219021', 'ZBW517502526', 'ZBW170951936', 'VTI351991891', 'ZBW35895021X', 'ULIDAT00571754', 'ZBW804380058', 'ZBW804380287', 'ZBW823653544', 'BASE::ftagecon:oai:ageconsearch.umn.edu:26055', 'C492928', 'C616361', 'C951855824', 'C951914523', 'C635882', 'C952291222', 'C35536', 'C22618', 'C643398', 'C633390', 'C614009', 'C594129', 'SKH323677231', 'SKH194578178', 'SKH626495377', '950867', '950868', 'TIB375158138', 'TIB573737703', 'TIB577660500', 'VTI548905843', 'ZBW213620995', 'ZBW358951267', 'ZBW358949424', 'ZBW513458522', 'ZBW527139963', 'C952122039', 'C952582915', 'M29953185', 'C678099', 'C516787', 'CC_BIBNET_vtls000869591', 'ZBW890247900', 'ULIDAT02276011', 'ULIDAT02346619', 'ULIDAT02249767', 'TIB65666830X', 'SKH65666830X', 'TIB689619901', 'SKH689619901', 'SKH790381001', 'SKH550651497', 'SKH787930563', 'TIB388768401', 'ZBW261990799', 'ZBW261816527', 'ZBSPORT004997439', '1058917', 'C952717734', 'BASE::ftopenagrar:oai:www.openagrar.de:timport_mods_00038538', 'C659111', 'C952171036', 'ZBW616883331', 'ZBW373021941', 'ZBW49595893X', 'ZBW520931025', 'ZBW804379556', 'ZBW601708415', 'B2386269', 'C554290', 'SKH164288341', 'SKH251223760', 'SKH347731600']",100
287,endspurt,"['B4206162', 'B4203148', 'B4206196', 'B4206141', 'C952179326', 'C952610904', 'ZBSPORT010947558', 'B4138165', 'B4312841', 'B4312732', 'B4312817', 'B4312828', 'B4312952', 'B3988794', 'B4155249', 'B4042640', 'B4155254', '910215', 'B4313004', 'B4206081', 'B4206190', 'B4203150', 'B4206089', 'B4206110', 'C952125407', 'C713608', 'C952036632', 'C952034073', 'C951977350', 'C499322', 'C686729', 'C952128129', 'C952144694', 'SKH253281407', 'SKH351273557', 'B4206116', 'C952444317', 'C951968148', 'C952615855', 'ZBSPORT010262605', 'THIEME10_1055_s_0031_1286566', 'C952157049', 'C951862606', 'C952690952', 'B4492943', 'B3925114', 'B3925112', 'B3925116', 'B4138157', 'B3925115', 'B3925113', 'B4042650', 'B4206169', 'B4206181', 'B4206073', 'B4206147', 'B4203146', 'C952086896', 'C568437', 'C952028281', 'C951990892', 'C640712', 'C952417055', 'C952400266', 'C952100961', 'C624833', 'ELFISE191941', 'C952411000', 'C23982', 'C952230420', 'SKH212793519', 'THIEME10_1055_s_2008_1075050', 'C951851193', 'ZBSPORT013907493', 'ZBSPORT013163738', 'ZBSPORT016502967', 'B4312940', 'B4312694', 'B4312921', 'B4312702', 'B4312807', 'B4312799', 'B4312885', 'B4312711', 'B4312791', 'C952705269', 'C952693458', 'B3925110', 'B3925108', 'B3925105', 'B3925106', 'B3925107', 'C952342954', '960898', 'B3925109', 'B4599067', 'B4597133', 'B4597176', '910204', '910205']",100
288,geburt,"['SOMED340569', 'ZBSPORT007451269', 'SOMED401267', 'SKH225946092', 'TIB030472628', 'SKH212608878', 'CC_BIBNET_WEG1390', 'SKH528914871', 'SOMED340568', '211559', 'CC_BIBNET_WEG6622', 'CC_BIBNET_WEG5229', 'SKH186753233', 'C17297', 'C952721286', 'C952673351', 'C951999451', 'SKH160458013', '178426', '633038', 'B57753', '95565', 'SKH318100436', 'CC_BIBNET_bibnet11350', 'C951826674', '525112', 'SKH118445626', 'SKH363689583', 'C952086402', 'C952079994', 'C764403', 'C952056243', 'C952087588', 'C952486303', 'C531349', 'C951878823', 'C951887168', 'C951903789', 'C951918493', 'C952028251', 'C951985926', 'C951982987', 'C951885659', 'C772231', 'C813575', 'C952388520', 'C952396756', 'C952379776', 'C952352745', 'C952412141', 'C952385917', 'C952352599', 'C952352265', 'C952352410', 'C952383920', 'C615313', 'C650396', 'C952108548', 'C576946', 'NLM67350780R', 'NLM67320040R', 'SKH246596228', 'SKH045113637', 'SKH178038458', 'SKH03982764X', 'SKH024443050', 'SKH160896967', 'SKH042297664', 'SKH015121828', 'SKH046069240', 'SKH045561818', 'SKH020045484', 'SKH313096473', 'SKH307024423', 'SKH045961824', 'SKH304941166', 'SKH046039724', 'SKH314352104', 'SKH046434003', 'SKH046263349', 'SKH06723139X', 'SKH046270272', 'SKH046560920', 'SKH044887019', 'SKH153447834', 'SKH066870569', 'SKH179026208', 'SKH265545293', 'SKH045962448', 'SKH046053425', 'SKH195118219', 'SKH044995695', 'SKH085895717', 'SKH085941786', 'SKH08591648X', 'SKH185799086', 'SVM045561818', 'SVM240272927', 'SKH151925453', 'SVM23943711X']",100
289,burnout AND pflege,"['C570025', 'CC_BIBNET_vtls000863402', 'CC_BIBNET_rudolfiner56987', 'CC_BIBNET_rudolfiner56986', 'CC_BIBNET_vtls000861269', 'CC_BIBNET_rudolfiner53583', 'CC_BIBNET_WEG4988', 'CC_BIBNET_vtls001450712', 'C952092960', 'CC_BIBNET_rudolfiner47205', 'CC_BIBNET_vtls001370265', 'M8136951', 'C952041486', 'CC_BIBNET_bibnet33128', 'C951971358', 'C951971359', 'CC_BIBNET_WEG1828', 'CC_BIBNET_rudolfiner53500', 'CC_BIBNET_bibnet18610', 'NLM101225609', 'CC_BIBNET_vtls001474896', 'CC_BIBNET_WEG3572', 'M11221224', 'CC_BIBNET_vtls000870197', 'CC_BIBNET_rudolfiner43202', 'CC_BIBNET_vtls000867949', 'CC_BIBNET_rudolfiner39376', 'M8004334', 'CC_BIBNET_WEG6578', 'CC_BIBNET_vtls001413544', 'CC_BIBNET_bibnet9504', 'CC_BIBNET_vtls000867308', 'CC_BIBNET_vtls000870229', 'CC_BIBNET_WEG6878', 'CC_BIBNET_rudolfiner39825', 'C952047184', 'CC_BIBNET_bibnet25149', 'CC_BIBNET_bibnet6962', 'M21384598', 'CC_BIBNET_vtls001398887', 'C726584', 'C951964940', 'CC_BIBNET_rudolfiner35450', 'CC_BIBNET_vtls000873216', 'CC_BIBNET_vtls000869494', 'C951827356', 'CC_BIBNET_WEG4175', 'CC_BIBNET_vtls001442486', 'CC_BIBNET_bibnet21776', 'M9807504', 'C609585', 'CC_BIBNET_vtls000869266', 'CC_BIBNET_bibnet15449', 'C952689902', 'CC_BIBNET_bibnet19921', 'CC_BIBNET_bibnet25726', 'SKH731436318', 'CC_BIBNET_rudolfiner43793', 'CC_BIBNET_vtls001484408', 'CC_BIBNET_rudolfiner44693', 'CC_BIBNET_vtls001396261', 'M20218167', 'HECLINETHN96407', 'HECLINETHN222236', 'CC_BIBNET_rudolfiner44233', 'CC_BIBNET_rudolfiner41005', 'CC_BIBNET_WEG5276', 'CC_BIBNET_rudolfiner36460', 'M12025540', 'CC_BIBNET_bibnet34364', 'C952059964', 'CC_BIBNET_WEG6425', 'C751809', 'C951977782', 'CC_BIBNET_rudolfiner44303', 'CC_BIBNET_rudolfiner52762', 'CC_BIBNET_vtls000877968', 'CC_BIBNET_vtls000867954', 'CC_BIBNET_vtls000870952', 'M8324175', 'CC_BIBNET_bibnet11647', 'CC_BIBNET_WEG6457', 'M11013560', 'CC_BIBNET_WEG7105', 'CC_BIBNET_rudolfiner56992', 'M16637413', 'C952187984', 'CC_BIBNET_rudolfiner43190', 'CC_BIBNET_rudolfiner46115', 'CC_BIBNET_bibnet23390', 'CC_BIBNET_WEG3571', 'C538149', 'C53996', '526476', 'C952304908', 'M8004333', 'HECLINETHN211174', '1093038', 'M10839097', 'HECLINETHN215050']",100
292,occupational AND therapy,"['BASE::ftdoajjournals:oai:doaj.org/journal:98b7661326ab4b1fad69e3f566debb14', 'AGRICOLACAT31369688', 'AGRICOLACAT31372210', 'NLM100963710', 'M13670234', 'NLM0413133', 'M602968', 'AGRICOLACAT31296360', 'M13333465', 'M6702994', 'M12058526', 'M24299486', 'M24299487', 'M14601806', 'M23930767', 'M20994744', 'EZB146417', 'ZBSPORT013523924', 'ZBSPORT015013284', 'ZBSPORT015013290', 'NLM8202144', 'NLM101144015', 'NLM9419961', '317566', 'NLM9802308', 'M13284651', 'NLM9890101', 'NLM101681161', 'NLM32010290R', 'M10200849', 'M15315242', 'M25731715', 'AGRICOLACAT31296403', 'NLM101513227', 'NLM101196904', 'M3161016', 'M26594734', 'NLM101156669', 'M13880605', 'NLM101095762', 'M259953', 'M17685182', 'M8352336', 'NLM101311839', 'M14771205', 'AGRICOLACAT31369676', 'M8585585', 'M8947377', 'M17153567', 'M126483', 'M20287578', 'M18134798', 'NLM101653681', 'NLM101519125', 'M9612491', 'M25154127', 'M29309007', 'M21018571', 'M13901234', 'NLM7708186', 'NLM7504802', 'NLM7809719', 'NLM9009410', 'NLM7905592', 'NLM9203224', 'NLM8612655', 'NLM7704327', 'NLM14840050R', 'NLM15210150R', 'NLM33730720R', 'NLM33730400R', 'NLM33730560R', 'NLM33730550R', 'NLM33730520R', 'NLM25931550R', 'NLM44820240R', 'NLM9816422', 'NLM9602488', 'NLM9711092', 'NLM101218118', 'NLM101568794', 'TIB525475389', '741265', 'SVM525475389', 'SKH525475389', '382217', 'NLM8309883', 'NLM9502210', 'M5111635', 'EZB5554', 'EZB5778', 'EZB196941', 'EZB30147', 'EZB53314', 'EZB145709', 'EZB39980', 'NLM8217846', 'NLM9425781', 'NLM33730510R', 'EZB30545']",100
277,hno,"['EZB1503', 'M28382412', 'M28702822', 'M28455593', 'M28573385', 'M30167728', 'M29098344', 'M28175938', 'M28097400', 'M28271142', 'M27815618', 'M27770154', 'M27689229', 'C544332', 'C951832014', 'C726218', 'C44107', 'C546699', 'C549032', 'C549028', 'M31468099', 'M10810669', 'C952440704', 'EZB200141', 'EZB128807', 'EZB57738', 'C556132', 'C22579', 'C31876', 'C504536', 'C22580', 'C609552', 'C22559', 'C22578', 'C22562', 'C606638', 'C573798', 'C31879', 'C22572', 'C606647', 'C606678', 'C37123', 'C31878', 'C603266', 'M31139879', 'M28971217', 'M30267132', 'M28271208', 'M28271246', 'M28271199', 'M28271183', 'M28271254', 'M28271255', 'SVM615128432', 'M29340738', 'C952109090', 'C952049867', 'C728156', 'C688511', 'C676857', 'C713636', 'C713637', 'C765223', 'C765222', 'C952043350', 'C952051436', 'C952033772', 'C952028045', 'C952028036', 'C492024', 'C546698', 'C555396', 'C668710', 'C668716', 'C546700', 'C546709', 'C617246', 'C609048', 'C688506', 'C584776', 'C590238', 'C562987', 'C584785', 'C814277', 'C951945571', 'C951830406', 'C951845348', 'C951849652', 'C951862783', 'C951832011', 'C951908736', 'C951832018', 'C951991671', 'C952055436', 'C952059148', 'C951929147', 'C681443', 'C660088', 'C799417', 'C951825885']",100
293,migration,"['SKH729440443', 'EZB165321', 'EZB41116', 'EZB94282', 'EZB268533', 'ZBSPORT002934272', 'ULIDAT00430614', 'SKH528314165', 'ZBW528314165', 'AGRICOLASER72907487', 'ULIDAT02081349', 'SKH153173963', 'VTI557933226', 'VTI524593787', 'VTI590850067', 'ZBW590850067', 'ZBW557933226', 'ZBW518506746', 'ZBW524593787', '905089', 'EZB185258', 'EZB220013', 'TIB374094373', 'SKH374094373', 'SKH647631547', 'SVM539882674', '842541', '946938', 'ZBW539882674', 'SKH246734434', 'TIB246734434', 'ZBW246734434', '893640', '983329', 'B76848', 'SKH131153889', 'SKH130684171', '842543', '856688', '845024', 'SKH160144981', 'SKH323347045', 'SVM315921986', '161042', 'EZB171384', 'SKH306712210', 'TIB306712210', '826911', 'ZBSPORT007134313', 'CC_BIBNET_WEG4258', 'CC_BIBNET_vtls001285155', 'CC_BIBNET_bibnet18747', 'SKH181141272', 'SVM89724785X', 'B49401', 'TIB52827564X', 'SKH52827564X', 'SKH552372447', 'TIB552372447', '377269', 'SVM897320824', 'C789121', 'C655372', 'C952388712', 'C951867738', 'EZB171339', 'EZB192642', 'EZB81219', 'EZB93217', 'EZB96290', 'SKH559914539', 'SKH097072729', 'SKH022243933', 'SKH318428091', 'SKH742568059', 'SKH729892344', 'SKH487083466', 'TIB236261118', 'TIB539882674', 'TIB487083466', 'VTI479220409', 'VTI508696151', 'VTI388300175', 'ZBW388300175', 'ZBW479220409', 'ZBW508696151', 'C952513280', 'C952710176', 'SVM548129517', 'ULIDAT02361190', 'ULIDAT02272945', 'SKH548129517', 'SKH780561090', 'SKH539882674', 'TIB639585884', 'ZBW639585884', 'SKH639585884', 'SKH623184702', 'SKH813174503', 'SVM639585884']",100
294,psychische AND erkrankungen,"['SKH025746995', 'C951927096', 'C514123', 'SKH014531682', 'C952652679', '255305', 'THIEME10_1055_s_0028_1104636', 'C722473', 'CC_BIBNET_bibnet30995', 'C952053178', 'C952167348', 'C952112535', 'C952056809', 'C712752', 'C951845403', 'C951838696', 'C804741', 'C952010455', 'C952299625', 'C952316290', 'C952367136', 'C952485661', 'C952528270', 'C952437493', 'C43858', 'C952176316', 'SKH039408213', 'SKH01448594X', 'SKH01463788X', 'SKH315126647', 'SKH269645314', 'SKH020914628', 'SKH18046521X', 'SKH191252735', 'C952225370', 'C952058664', 'C952029735', 'C952540720', 'C952591865', 'C952579079', 'SKH781230926', 'C952558581', '476031', '216420', '454910', '313279', 'THIEME10_1055_s_2004_835726', 'C952123875', 'C952729039', 'C789490', 'C952346885', 'C952060734', 'C952176078', 'THIEME10_1055_s_0031_1283255', 'THIEME10_1055_s_0030_1254401', 'THIEME10_1055_s_0033_1336911', 'C952539507', 'THIEME10_1055_s_0028_1121949', 'THIEME10_1055_s_0043_103872', 'THIEME10_1055_s_0035_1549168', 'THIEME10_1055_s_0034_1373708', 'THIEME10_1055_s_0042_119516', 'THIEME10_1055_s_0042_100985', 'THIEME10_1055_s_0042_103883', 'THIEME10_1055_s_0030_1253193', 'THIEME10_1055_s_0030_1265884', 'THIEME10_1055_s_0030_1253235', 'THIEME10_1055_s_2005_915506', 'THIEME10_1055_s_0033_1348937', 'DNB1025856627', 'C952650791', 'C952630975', 'C952104097', 'C952389892', 'C952281992', 'C952062175', 'C952329792', 'C952296891', 'THIEME10_1055_s_0033_1341566', 'CC_BIBNET_bibnet7757', 'CC_BIBNET_careum104409', 'CC_BIBNET_careum106090', 'M32514947', 'CC_BIBNET_careum109177', 'THIEME10_1055_s_0038_1669663', 'CC_BIBNET_careum104629', 'CC_BIBNET_careum104355', 'THIEME10_1055_s_2008_1021931', 'C951912615', 'SKH328360376', 'TIB328360376', 'ZBSPORT014775249', '248452', 'C951972588', 'CC_BIBNET_bibnet34833', 'C952226237', 'SKH641889151', '1108165', 'CC_BIBNET_bibnet7356', '472546']",100
